Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities
Anil Kumar,Bahujan Awam Party,0,Post Graduate,48,1767409,Dhaurahra,0
Arshad Iliyas Siddiqui,BSP, 7 ,10th Pass,63,524986176,Dhaurahra,176677024
Baljeet Kaur,Hindusthan Nirman Dal,0,Literate,33,2131000,Dhaurahra,0
Kunwar Jitin Prasada,INC,0,Post Graduate,42,121801005,Dhaurahra,0
Malkhan Singh Rajpoot,Pragatishil Samajwadi Party (Lohia),0,5th Pass,76,11450000,Dhaurahra,0
Mukesh Kumar,SHS,0,12th Pass,59,89065,Dhaurahra,0
Reetu Verma,IND, 1 ,Graduate,41,8210000,Dhaurahra,0
Jagdambika Pal,BJP, 3 ,Post Graduate,68,103366710,Domariyaganj,2838478
Aftab Alam,BSP, 3 ,Graduate,37,63242772,Domariyaganj,19391778
Arjun Singh Lodhi,Bahujan Mukti Party,0,Post Graduate,50,5236000,Domariyaganj,0
Brijesh Kumar,Janhit Kisan Party,0,Literate,46,16700000,Domariyaganj,1800000
Chandrash,INC,0,Post Graduate,37,64076173,Domariyaganj,24438446
Keshari Nandan,Sabka Dal United,0,8th Pass,35,5626000,Domariyaganj,0
Keshav,Suheldev Bhartiya Samaj Party,0,8th Pass,36,2893000,Domariyaganj,600000
Sanjay Kumar Chauhan,Nagrik Ekta Party,0,Graduate,44,273900,Domariyaganj,389500
Shravan Kumar,IND,0,12th Pass,33,52000,Domariyaganj,0
Rajveer Singh,BJP,0,Graduate Professional,58,383629735,Etah,100220000
Anand Prakash Singh Rajput,Rashtriya Backward Party,0,Post Graduate,54,7723000,Etah,0
Anuj Kumar,Subhashwadi Bhartiya Samajwadi Party (Subhas,0,Post Graduate,34,94000,Etah,0
Ashok Kumar,IND, 2 ,Graduate,55,12720000,Etah,0
Atar Singh,Rashtriya Shoshit Samaj Party,0,Post Graduate,59,7891600,Etah,445000
Bharat Singh,Rashtriya Kranti Party, 1 ,Graduate,58,1550000,Etah,190000
Hariom,IND,0,12th Pass,47,2670854,Etah,3108762
Indrapal,Rashtriya Surya Prakash Party,0,Literate,56,1102500,Etah,0
Ku. Devendra Singh Yadav,SP,0,Doctorate,70,2046415655,Etah,53156203
Naresh Chandra,Bhartiya Shakti Chetna Party, 1 ,Post Graduate,44,3743729,Etah,2701468
Parvati Nandan,Rashtriya Bharatiya Jan Jan Party,0,Post Graduate,53,7020269,Etah,0
Rashmi Yadav,Pragatishil Samajwadi Party (Lohia),0,Doctorate,45,8398348,Etah,506000
Satendra Kumar Panda,IND,0,12th Pass,65,20993298,Etah,3218593
Suraj Singh,Jan Adhikar Party,0,Post Graduate,77,13594065,Etah,103328
Dr Ram Shankar Katheria,BJP, 12 ,Doctorate,54,15154538,Etawah,7304616
Ajay Kumar,Bhartiya Jan Nayak Party, 2 ,Post Graduate,35,4205000,Etawah,0
Akshash Krishna,Pichhra Samaj Party,0,Graduate,30,343500,Etawah,0
Arti Devi,Mahasankalp Janta Party,0,12th Pass,29,3180000,Etawah,650000
Ashok Kumar Dohare,INC,0,Graduate,45,24398780,Etawah,1900000
Dalveer Singh,IND,0,Graduate,26,111321,Etawah,33000
Kamlesh Kumar,SP,0,Graduate,35,11207526,Etawah,2190246
Lalta Prasad,Voters Party International,0,5th Pass,54,3546200,Etawah,40000
Pooja,IND,0,Graduate,29,11207526,Etawah,2190246
Sanjay Kumar,IND,0,Graduate Professional,46,4364623,Etawah,0
Shambhu Dayal,Pragatishil Samajwadi Party (Lohia), 2 ,Graduate,61,42060422,Etawah,9949035
Sita,Bhartiya Shakti Chetna Party,0,5th Pass,0,3030000,Etawah,0
Lallu Singh,BJP, 1 ,Post Graduate,64,31884642,Faizabad,11276478
Anand Sen,SP, 8 ,12th Pass,55,43920899,Faizabad,1560431
Asha Devi,Lok Dal,0,12th Pass,25,67265,Faizabad,0
Kamlesh Tiwari,IND, 8 ,Graduate,43,672000,Faizabad,0
Kanchan Yadav,Moulik Adhikar Party,0,Post Graduate,34,3474829,Faizabad,1200000
Lal Mani Tripathi (Bhai Sahab),IND,0,Post Graduate,55,8741915,Faizabad,0
Mahesh Tiwari,SHS,0,Post Graduate,46,21813345,Faizabad,1534016
Manoj Kumar Mishra,IND,0,12th Pass,28,1575000,Faizabad,0
Nirmal Khatri,INC, 3 ,Doctorate,68,14459169,Faizabad,409256
Rajbahadur Urf Rajan Pandey,IND,0,12th Pass,45,28366730,Faizabad,500000
Sharad Kumar,IND,0,Graduate,34,788716,Faizabad,0
Sher Afgan,Bharat Prabhat Party,0,10th Pass,44,10228866,Faizabad,0
Vijay Shankar Pandey,Lok Gathbandhan Party,0,Post Graduate,62,15509419,Faizabad,2400000
Mukesh Rajput,BJP,0,Graduate,50,74964501,Farrukhabad,388246
Luxman,SHS, 2 ,Graduate Professional,58,2512801,Farrukhabad,0
Manoj Agarwal,BSP, 2 ,Graduate,54,547843588,Farrukhabad,174106490
Rahul Kumar,IND,0,Post Graduate,29,613256,Farrukhabad,0
Salman Khurshid,INC, 1 ,Post Graduate,66,384280845,Farrukhabad,0
Sanjay Kumar,IND,0,10th Pass,47,7689598,Farrukhabad,2492188
Shree Krishan,Mazdoor Dalit Kisaan Mahila Gareeb Party (Hin,0,12th Pass,56,23595341,Farrukhabad,0
Uday Pal Singh,Pragatishil Samajwadi Party (Lohia), 10 ,Graduate,42,12175857,Farrukhabad,320000
Vipin Kumar Mishra,Bhartiya Shakti Chetna Party,0,12th Pass,30,2242420,Farrukhabad,415000
Sadhvi Niranjan Jyoti,BJP,0,12th Pass,52,10667372,Fatehpur,910148
Ashok Kumar,Janhit Bharat Party,0,12th Pass,56,3273573,Fatehpur,0
Beni Prasad,IND,0,Graduate,61,300000,Fatehpur,0
Juber Ahmad,IND,0,12th Pass,44,2708670,Fatehpur,243387
Kamta Prasad,IND,0,12th Pass,36,238000,Fatehpur,0
Mahesh Chandra Sahu,Pragatishil Samajwadi Party (Lohia),0,Graduate,42,30086078,Fatehpur,11191125
Rajkumar,Vikas Insaf Party,0,Graduate,40,30000,Fatehpur,0
Rakesh Sachan,INC, 8 ,Post Graduate,63,350670770,Fatehpur,67794880
Ram Kumar,Peoples Party of India (Democratic),0,Graduate,68,3586000,Fatehpur,387000
Sukhdev Prasad,BSP,0,8th Pass,62,74544921,Fatehpur,4500729
Rajkumar Chahar,BJP, 3 ,Graduate,52,14854247,Fatehpur Sikri,356404
Anil Kumar Kushwaha,IND,0,Graduate,37,4693000,Fatehpur Sikri,0
Arti Sharma,IND,0,12th Pass,36,803000,Fatehpur Sikri,0
Manisha Singh,Pragatishil Samajwadi Party (Lohia),0,12th Pass,44,66740000,Fatehpur Sikri,239553
Naresh Kumar,IND,0,Not Given,38,30000,Fatehpur Sikri,0
Nawab Gul Chaman Sherwani,VANCHITSAMAJ INSAAF PARTY, 1 ,8th Pass,36,37255,Fatehpur Sikri,0
Pastar Thomsan Massy,IND,0,8th Pass,43,196400,Fatehpur Sikri,0
Purushottam Das (Fauzi Bhai),IND,0,Graduate,59,3951427,Fatehpur Sikri,0
Raj Babbar,INC, 4 ,Graduate,68,182861705,Fatehpur Sikri,12294927
Ram Bahori,IND,0,5th Pass,49,5387104,Fatehpur Sikri,0
Sadab Noor,Adarsh Samaj Party,0,Not Given,32,20000,Fatehpur Sikri,0
Sarvesh Kumar,Bharatiya Majdoor Janta Party,0,Graduate Professional,29,726000,Fatehpur Sikri,28883
Satendar,Aam Janta Party (India),0,Post Graduate,28,69000,Fatehpur Sikri,0
